chargeback_id,customer_id,archetype,reason_code,merchant_category,amount,delivery_confirmed,three_d_secure,device_fingerprint_match,ip_geolocation_match,customer_email_opened,customer_tenure_days,customer_prior_disputes,transaction_velocity_24h,days_since_transaction,amount_vs_customer_avg,transaction_date,dispute_date,tracking_id,delivery_timestamp,merchant_policy,hidden_adjudicator_strictness,month_index,procedural_flip,won,split,generation_seed
b1969f95f1c8,cust_52207,high_velocity_attack,unauthorized,ecommerce,3009.4,1,0,1,0.0,0.0,68,0,9,9,1.003,2025-02-27,2025-03-08,TRK297332648,2025-03-01 12:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.117,1,0,1,train,101
97c75bc345a8,cust_26111,unauthorized_3ds,unauthorized,digital_goods,2550.46,1,1,1,1.0,0.0,430,0,2,20,1.323,2025-09-05,2025-09-25,TRK991690193,2025-09-07 12:00:00,Digital items are non-refundable after delivery to the registered account.,0.0547,8,1,1,train,101
48982a68207e,cust_48533,friendly_fraud_long_tenure,unauthorized,ecommerce,9075.48,0,1,0,,1.0,818,3,2,14,0.988,2025-04-12,2025-04-26,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.1235,3,1,1,train,101
3994a38b6489,cust_71429,inr_delivery_confirmed,item_not_received,fashion,3045.47,1,0,1,1.0,1.0,7,0,2,4,1.7,2025-03-17,2025-03-21,TRK462776276,2025-03-19 10:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.0158,2,0,0,train,101
7312e8522a9a,cust_13291,no_evidence,unauthorized,digital_goods,4966.77,0,0,0,0.0,0.0,115,1,2,9,1.048,2025-08-23,2025-09-01,,,Digital items are non-refundable after delivery to the registered account.,0.0573,7,0,0,train,101
a557f10515d2,cust_11510,friendly_fraud_long_tenure,unauthorized,digital_goods,1695.38,1,1,0,1.0,0.0,1093,1,1,20,1.743,2025-08-08,2025-08-28,TRK856108563,2025-08-11 08:00:00,Digital items are non-refundable after delivery to the registered account.,-0.0246,7,0,1,train,101
b9a016c980d7,cust_21213,no_evidence,not_as_described,services,2500.49,0,0,0,0.0,0.0,88,1,1,18,0.998,2025-09-13,2025-10-01,,,Service completion notes and customer confirmation emails are retained.,-0.0092,8,0,0,train,101
2634eba574d9,cust_87334,friendly_fraud_long_tenure,item_not_received,subscriptions,12235.53,0,0,0,1.0,1.0,727,3,1,32,2.641,2025-02-05,2025-03-09,,,First billing cycle may be refunded; subsequent cycles require unused-period evidence.,-0.0545,1,0,1,train,101
7339fc0d126a,cust_84342,high_velocity_attack,unauthorized,travel,1053.58,1,0,1,1.0,1.0,47,0,4,3,1.067,2025-05-22,2025-05-25,TRK208545544,2025-05-25 07:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.0171,4,0,0,train,101
a8f95ee33b19,cust_32230,no_evidence,item_not_received,services,6865.89,0,0,0,,0.0,0,0,3,5,1.618,2025-06-04,2025-06-09,,,Service completion notes and customer confirmation emails are retained.,0.0609,5,0,0,train,101
b64a3c134939,cust_21479,unauthorized_3ds,unauthorized,travel,2574.77,0,0,1,1.0,0.0,14,1,2,13,0.597,2025-04-21,2025-05-04,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.1536,3,0,1,train,101
246b2713f094,cust_86693,high_velocity_attack,unauthorized,travel,1556.94,0,0,0,0.0,1.0,71,0,8,3,3.451,2025-06-22,2025-06-25,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0612,5,0,1,train,101
9731a6f94b52,cust_98938,friendly_fraud_long_tenure,item_not_received,ecommerce,3723.65,0,0,1,,0.0,1110,1,2,7,1.073,2025-07-31,2025-08-07,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0192,7,0,0,train,101
44f52c07b530,cust_21526,friendly_fraud_long_tenure,item_not_received,ecommerce,5945.21,0,0,1,1.0,1.0,928,2,2,21,0.976,2025-04-09,2025-04-30,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.1243,3,0,1,train,101
9b13f0aa3f92,cust_93755,high_velocity_attack,unauthorized,travel,1871.01,1,0,1,0.0,,49,0,4,1,3.904,2025-08-01,2025-08-02,TRK950322985,2025-08-02 21:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0865,7,0,0,train,101
3cc3160023e5,cust_68879,friendly_fraud_long_tenure,not_as_described,ecommerce,14508.49,0,1,1,0.0,1.0,1103,2,1,38,1.519,2025-06-09,2025-07-17,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.0002,5,0,1,train,101
4293294d33d8,cust_56494,no_evidence,unauthorized,digital_goods,4538.7,0,0,0,0.0,0.0,105,1,1,64,1.109,2025-05-25,2025-07-28,,,Digital items are non-refundable after delivery to the registered account.,-0.0296,4,0,0,train,101
b93e5abfdd49,cust_79371,unauthorized_3ds,unauthorized,digital_goods,2985.06,1,1,1,1.0,0.0,953,0,4,12,1.559,2025-05-09,2025-05-21,TRK781337922,2025-05-12 21:00:00,Digital items are non-refundable after delivery to the registered account.,0.1299,4,0,1,train,101
56d1b7d1ee53,cust_73183,unauthorized_3ds,unauthorized,ecommerce,3052.06,0,1,1,1.0,0.0,812,0,2,20,1.345,2025-03-11,2025-03-31,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0828,2,1,0,train,101
d1f7f32e25eb,cust_14327,inr_delivery_confirmed,item_not_received,fashion,1935.25,1,1,1,0.0,1.0,196,0,1,13,1.328,2025-07-12,2025-07-25,TRK989494440,2025-07-13 02:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.0252,6,0,0,train,101
d421e1497ae7,cust_22581,no_evidence,not_as_described,ecommerce,8265.0,1,0,0,0.0,0.0,0,2,1,31,1.822,2025-07-17,2025-08-17,TRK204271819,2025-07-19 00:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0742,6,1,1,train,101
bdf1f5520533,cust_61678,high_velocity_attack,unauthorized,ecommerce,2155.45,0,0,1,0.0,0.0,76,0,12,6,2.326,2025-02-08,2025-02-14,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0666,1,0,0,train,101
68099466ad4f,cust_32809,inr_delivery_confirmed,item_not_received,grocery,1709.37,1,1,1,1.0,1.0,99,0,2,26,0.792,2025-06-06,2025-07-02,TRK740896944,2025-06-08 16:00:00,Perishable goods are non-returnable after delivery confirmation.,-0.0743,5,0,0,train,101
6a18f7578981,cust_15215,no_evidence,item_not_received,ecommerce,1969.92,0,0,1,1.0,0.0,185,0,3,51,1.216,2025-08-31,2025-10-21,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.0542,8,0,0,train,101
351fb8034be4,cust_59149,unauthorized_3ds,unauthorized,travel,4416.91,0,1,1,0.0,1.0,610,0,3,1,1.005,2025-09-23,2025-09-24,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0177,8,0,0,train,101
7282c0bd5828,cust_24348,inr_delivery_confirmed,item_not_received,ecommerce,3822.72,1,0,0,1.0,1.0,594,1,1,23,1.373,2025-07-05,2025-07-28,TRK812731943,2025-07-08 23:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.039,6,0,0,train,101
6c6e29d2a4da,cust_65702,inr_delivery_confirmed,item_not_received,fashion,2694.07,1,0,1,1.0,0.0,201,0,2,27,0.642,2025-04-04,2025-05-01,TRK819033802,2025-04-07 08:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.0878,3,0,1,train,101
a561ecc03220,cust_20914,unauthorized_3ds,unauthorized,travel,2125.98,0,1,1,1.0,1.0,303,0,3,1,0.71,2025-05-22,2025-05-23,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0795,4,0,0,train,101
cb84195b78e7,cust_57980,inr_delivery_confirmed,item_not_received,ecommerce,2640.56,1,0,1,1.0,1.0,617,0,5,10,0.451,2025-02-24,2025-03-06,TRK863079086,2025-02-27 18:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0403,1,0,1,train,101
7548d1649a67,cust_97911,high_velocity_attack,unauthorized,ecommerce,1313.21,1,0,1,0.0,0.0,68,0,7,5,2.073,2025-08-20,2025-08-25,TRK373348519,2025-08-21 13:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0461,7,0,0,train,101
84c817873643,cust_62151,no_evidence,item_not_received,digital_goods,5478.06,1,0,0,0.0,0.0,95,0,3,56,2.215,2025-09-07,2025-11-02,TRK862880468,2025-09-08 11:00:00,Digital items are non-refundable after delivery to the registered account.,-0.1184,8,0,0,train,101
8001d9e40d7d,cust_67471,inr_delivery_confirmed,item_not_received,fashion,1493.82,1,0,0,1.0,1.0,800,0,1,10,1.2,2025-02-08,2025-02-18,TRK532332046,2025-02-11 14:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.2724,1,0,1,train,101
0ed677ecf88d,cust_99409,unauthorized_3ds,unauthorized,ecommerce,6472.81,0,1,1,,0.0,935,0,1,17,1.258,2025-05-05,2025-05-22,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0624,4,0,0,train,101
984f31156197,cust_31600,friendly_fraud_long_tenure,not_as_described,ecommerce,2911.57,0,0,0,1.0,0.0,1298,1,1,19,3.068,2025-08-21,2025-09-09,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.1292,7,0,1,train,101
9c6020829080,cust_97863,high_velocity_attack,unauthorized,digital_goods,701.45,0,0,0,1.0,0.0,0,0,6,4,2.037,2025-02-15,2025-02-19,,,Digital items are non-refundable after delivery to the registered account.,-0.1782,1,0,0,train,101
3270e221cae9,cust_32403,unauthorized_3ds,unauthorized,travel,4039.65,1,1,1,,1.0,315,0,1,8,1.184,2025-09-12,2025-09-20,TRK209829997,2025-09-14 12:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.015,8,0,1,train,101
d3e89a991481,cust_26343,inr_delivery_confirmed,item_not_received,grocery,4672.26,1,1,1,0.0,0.0,607,1,1,27,0.663,2025-07-20,2025-08-16,TRK668289830,2025-07-23 05:00:00,Perishable goods are non-returnable after delivery confirmation.,0.1791,6,0,0,train,101
671fbe104840,cust_38715,friendly_fraud_long_tenure,not_as_described,subscriptions,2935.4,0,0,0,1.0,0.0,1024,0,1,13,1.763,2025-07-26,2025-08-08,,,First billing cycle may be refunded; subsequent cycles require unused-period evidence.,0.0758,6,0,0,train,101
3ea306c24d1e,cust_61116,high_velocity_attack,unauthorized,ecommerce,1678.36,0,0,0,0.0,0.0,43,0,9,5,2.374,2025-03-28,2025-04-02,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.1275,2,0,0,train,101
d4860478858e,cust_19367,unauthorized_3ds,unauthorized,digital_goods,4851.89,1,1,1,1.0,1.0,65,1,1,6,1.024,2025-02-21,2025-02-27,TRK332864084,2025-02-23 10:00:00,Digital items are non-refundable after delivery to the registered account.,-0.0535,1,0,1,train,101
71eddff5ac10,cust_29616,inr_delivery_confirmed,item_not_received,ecommerce,2993.41,1,0,1,0.0,1.0,578,0,3,23,,2025-08-05,2025-08-28,TRK376211659,2025-08-08 03:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0648,7,0,0,train,101
14bfb8c3e47e,cust_49429,inr_delivery_confirmed,item_not_received,fashion,1893.43,1,1,1,0.0,1.0,719,0,1,16,1.355,2025-06-14,2025-06-30,TRK385994967,2025-06-16 00:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.0583,5,0,1,train,101
470e647337c1,cust_56652,high_velocity_attack,unauthorized,digital_goods,647.91,0,0,0,,0.0,6,2,11,1,3.873,2025-07-23,2025-07-24,,,Digital items are non-refundable after delivery to the registered account.,-0.0742,6,0,1,train,101
ca8395cad426,cust_19032,unauthorized_3ds,unauthorized,travel,6091.62,1,1,0,1.0,0.0,386,0,1,5,0.747,2025-07-09,2025-07-14,TRK590599626,2025-07-11 22:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0907,6,1,1,train,101
6c5522c737b5,cust_69212,unauthorized_3ds,unauthorized,travel,6579.08,1,1,1,1.0,1.0,502,0,1,16,0.226,2025-08-24,2025-09-09,TRK569940139,2025-08-26 18:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.1635,7,0,1,train,101
00598bf90aff,cust_50606,friendly_fraud_long_tenure,not_as_described,digital_goods,2582.78,0,1,0,1.0,,1087,2,1,3,1.008,2025-08-03,2025-08-06,,,Digital items are non-refundable after delivery to the registered account.,-0.1715,7,0,1,train,101
21f33d0fd335,cust_17194,no_evidence,not_as_described,digital_goods,1349.68,0,0,0,0.0,0.0,126,1,5,12,1.621,2025-02-18,2025-03-02,,,Digital items are non-refundable after delivery to the registered account.,-0.0171,1,0,0,train,101
8b25b1a3ec1b,cust_72995,unauthorized_3ds,unauthorized,ecommerce,17329.82,0,0,1,1.0,1.0,969,0,1,19,1.147,2025-02-25,2025-03-16,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0656,1,0,1,train,101
f61ae6dfc553,cust_75902,friendly_fraud_long_tenure,item_not_received,subscriptions,8511.27,1,1,0,1.0,1.0,896,1,1,43,0.936,2025-07-08,2025-08-20,TRK125938182,2025-07-11 01:00:00,First billing cycle may be refunded; subsequent cycles require unused-period evidence.,0.0377,6,1,1,train,101
027aaa426c20,cust_77043,unauthorized_3ds,unauthorized,digital_goods,3070.04,1,1,1,0.0,0.0,557,0,1,1,1.528,2025-08-24,2025-08-25,TRK745899310,2025-08-26 23:00:00,Digital items are non-refundable after delivery to the registered account.,-0.0583,7,0,0,train,101
178971153891,cust_20426,high_velocity_attack,unauthorized,digital_goods,3358.83,0,0,0,0.0,0.0,40,0,11,11,1.014,2025-08-02,2025-08-13,,,Digital items are non-refundable after delivery to the registered account.,-0.0754,7,0,0,train,101
aeba264c463b,cust_81689,high_velocity_attack,unauthorized,travel,4237.16,0,0,0,0.0,0.0,43,1,10,6,0.738,2025-02-25,2025-03-03,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.068,1,0,0,train,101
78c4a220a537,cust_49588,friendly_fraud_long_tenure,not_as_described,fashion,3807.62,0,0,0,0.0,0.0,840,4,1,9,1.178,2025-08-15,2025-08-24,,,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.0816,7,0,0,train,101
39acc8ec48b4,cust_72061,unauthorized_3ds,unauthorized,travel,2798.64,1,1,1,1.0,,497,0,1,15,1.2,2025-06-24,2025-07-09,TRK748863349,2025-06-26 04:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.1696,5,0,1,train,101
e76caeaa23ea,cust_62738,inr_delivery_confirmed,item_not_received,ecommerce,5208.05,1,1,1,,1.0,124,0,1,2,0.1,2025-06-08,2025-06-10,TRK348074105,2025-06-10 13:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.1012,5,0,1,train,101
03c938467cbe,cust_46737,friendly_fraud_long_tenure,unauthorized,ecommerce,945.33,0,0,1,1.0,1.0,602,1,1,20,2.31,2025-04-08,2025-04-28,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.1122,3,0,1,train,101
856d90af535f,cust_89179,inr_delivery_confirmed,item_not_received,ecommerce,3168.74,1,0,1,1.0,1.0,48,0,1,12,0.1,2025-05-12,2025-05-24,TRK199071149,2025-05-14 00:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.2257,4,0,1,train,101
2565baaa344c,cust_27733,unauthorized_3ds,unauthorized,digital_goods,5668.16,1,1,0,0.0,1.0,259,0,3,20,0.801,2025-04-01,2025-04-21,TRK490653435,2025-04-03 15:00:00,Digital items are non-refundable after delivery to the registered account.,-0.2537,3,1,0,train,101
23f9f2939598,cust_79012,friendly_fraud_long_tenure,item_not_received,fashion,7022.94,1,0,1,1.0,0.0,1058,4,2,29,2.217,2025-08-02,2025-08-31,TRK732035712,2025-08-03 02:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.0857,7,0,0,train,101
7cc141ba681e,cust_72248,no_evidence,not_as_described,digital_goods,2077.51,0,0,0,,0.0,188,1,2,27,0.623,2025-08-08,2025-09-04,,,Digital items are non-refundable after delivery to the registered account.,0.0119,7,0,0,train,101
4723f3173312,cust_49579,no_evidence,not_as_described,services,26145.79,0,0,1,0.0,1.0,101,1,1,37,1.916,2025-09-04,2025-10-11,,,Service completion notes and customer confirmation emails are retained.,0.1369,8,0,0,train,101
9628862d5b44,cust_35866,inr_delivery_confirmed,item_not_received,ecommerce,5291.1,1,1,1,,1.0,427,2,1,3,0.673,2025-07-01,2025-07-04,TRK508580446,2025-07-03 20:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.1633,6,0,1,train,101
bc525c304405,cust_65351,inr_delivery_confirmed,item_not_received,fashion,4844.41,1,0,1,1.0,1.0,946,2,1,18,1.191,2025-02-09,2025-02-27,TRK691224463,2025-02-10 08:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.2272,1,0,1,train,101
159c86ab5912,cust_11012,unauthorized_3ds,unauthorized,digital_goods,2519.0,1,1,0,1.0,,884,1,2,16,0.887,2025-04-18,2025-05-04,TRK417082467,2025-04-20 05:00:00,Digital items are non-refundable after delivery to the registered account.,-0.1186,3,0,0,train,101
3e8b835ee867,cust_54041,no_evidence,unauthorized,digital_goods,2448.68,0,0,0,0.0,0.0,72,1,1,72,1.828,2025-02-11,2025-04-24,,,Digital items are non-refundable after delivery to the registered account.,0.0738,1,0,0,train,101
12bd77d5bf0a,cust_89058,unauthorized_3ds,unauthorized,ecommerce,5491.51,1,1,0,1.0,0.0,86,0,1,26,0.876,2025-05-05,2025-05-31,TRK894934665,2025-05-07 06:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.1187,4,0,0,train,101
361c3a7506a7,cust_95645,friendly_fraud_long_tenure,unauthorized,subscriptions,1484.38,1,0,1,0.0,1.0,1299,3,2,23,2.482,2025-09-15,2025-10-08,TRK429513525,2025-09-16 20:00:00,First billing cycle may be refunded; subsequent cycles require unused-period evidence.,-0.0535,8,0,0,train,101
409fc4961464,cust_76227,no_evidence,not_as_described,ecommerce,5290.82,0,0,0,1.0,0.0,0,0,3,46,0.77,2025-09-05,2025-10-21,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0305,8,0,0,train,101
d063d084cdfc,cust_13688,unauthorized_3ds,unauthorized,ecommerce,5577.38,1,1,1,1.0,0.0,725,2,2,14,,2025-09-01,2025-09-15,TRK603898935,2025-09-01 18:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0672,8,0,0,train,101
4d9688cdde45,cust_61515,friendly_fraud_long_tenure,unauthorized,fashion,5113.63,0,1,1,1.0,0.0,555,0,1,8,0.463,2025-05-27,2025-06-04,,,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.1428,4,0,1,train,101
6d2b10fd734e,cust_11905,no_evidence,item_not_received,digital_goods,1218.52,0,1,0,0.0,0.0,41,1,2,5,0.568,2025-03-23,2025-03-28,,,Digital items are non-refundable after delivery to the registered account.,-0.0711,2,0,0,train,101
5f98feb7a5a4,cust_83761,unauthorized_3ds,unauthorized,digital_goods,2681.28,0,1,1,1.0,0.0,699,0,1,15,1.445,2025-05-28,2025-06-12,,,Digital items are non-refundable after delivery to the registered account.,-0.0032,4,0,1,train,101
9157b9b106b4,cust_22043,friendly_fraud_long_tenure,unauthorized,ecommerce,8079.35,0,1,1,1.0,1.0,496,0,2,45,0.331,2025-05-18,2025-07-02,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.0712,4,0,0,train,101
7093b70886d8,cust_66128,no_evidence,not_as_described,digital_goods,7604.31,0,0,1,0.0,1.0,104,1,2,63,1.621,2025-05-01,2025-07-03,,,Digital items are non-refundable after delivery to the registered account.,0.01,4,0,0,train,101
f9160f61965d,cust_33353,unauthorized_3ds,unauthorized,travel,1729.88,0,1,1,1.0,0.0,455,0,1,18,1.433,2025-05-03,2025-05-21,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.104,4,0,1,train,101
dd429bb87713,cust_37857,high_velocity_attack,unauthorized,digital_goods,997.29,0,1,1,0.0,0.0,36,0,10,4,3.962,2025-05-31,2025-06-04,,,Digital items are non-refundable after delivery to the registered account.,0.0476,5,0,0,train,101
024907a8fd5d,cust_30508,no_evidence,unauthorized,services,2722.6,0,0,0,0.0,0.0,23,1,2,49,1.134,2025-06-08,2025-07-27,,,Service completion notes and customer confirmation emails are retained.,-0.1248,5,0,1,train,101
11bbfbfbbc2f,cust_56417,inr_delivery_confirmed,item_not_received,grocery,2635.12,1,1,1,1.0,0.0,1049,0,1,12,1.239,2025-09-20,2025-10-02,TRK217005066,2025-09-22 10:00:00,Perishable goods are non-returnable after delivery confirmation.,-0.0587,8,1,1,train,101
fad3aad66013,cust_45530,no_evidence,unauthorized,digital_goods,4402.33,0,0,0,0.0,0.0,96,1,1,31,1.578,2025-06-27,2025-07-28,,,Digital items are non-refundable after delivery to the registered account.,0.1616,5,0,0,train,101
ec4dd32cab3c,cust_34141,inr_delivery_confirmed,item_not_received,ecommerce,2826.06,1,0,1,1.0,1.0,538,1,1,23,0.412,2025-04-28,2025-05-21,TRK665988175,2025-05-01 16:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0512,3,1,0,train,101
9eda14faa16a,cust_25435,high_velocity_attack,unauthorized,ecommerce,946.46,0,0,0,0.0,0.0,58,0,7,5,3.058,2025-04-18,2025-04-23,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.012,3,0,1,train,101
e1b7f2ba2a87,cust_77582,friendly_fraud_long_tenure,unauthorized,ecommerce,2391.3,0,1,0,1.0,0.0,1004,0,1,23,2.364,2025-05-07,2025-05-30,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0335,4,0,0,train,101
8a0dec16a667,cust_74216,high_velocity_attack,unauthorized,digital_goods,847.83,0,0,0,0.0,0.0,0,1,3,2,2.149,2025-02-04,2025-02-06,,,Digital items are non-refundable after delivery to the registered account.,0.0972,1,0,0,train,101
f09549fa1064,cust_87475,no_evidence,unauthorized,services,1579.69,1,0,0,0.0,0.0,92,1,1,10,1.685,2025-09-22,2025-10-02,TRK124432381,2025-09-25 10:00:00,Service completion notes and customer confirmation emails are retained.,-0.2306,8,0,0,train,101
f2881d481569,cust_83453,unauthorized_3ds,unauthorized,ecommerce,4992.47,1,1,1,1.0,0.0,656,0,1,2,0.919,2025-06-16,2025-06-18,TRK791107374,2025-06-17 23:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.114,5,0,0,train,101
8344894aaf57,cust_74688,high_velocity_attack,unauthorized,digital_goods,1466.42,0,0,0,0.0,0.0,116,0,6,9,3.361,2025-03-02,2025-03-11,,,Digital items are non-refundable after delivery to the registered account.,-0.0141,2,0,0,train,101
91847ad6ecda,cust_16538,high_velocity_attack,unauthorized,travel,4278.82,0,0,0,1.0,0.0,0,0,8,5,2.223,2025-08-31,2025-09-05,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0307,8,0,0,train,101
71d6f2577912,cust_63866,friendly_fraud_long_tenure,unauthorized,subscriptions,4233.48,1,0,0,,1.0,1434,2,1,49,0.996,2025-07-03,2025-08-21,TRK682387389,2025-07-04 14:00:00,First billing cycle may be refunded; subsequent cycles require unused-period evidence.,-0.1721,6,0,0,train,101
e697bc6421c7,cust_97821,high_velocity_attack,unauthorized,travel,2456.38,1,0,0,0.0,0.0,18,0,6,6,3.106,2025-05-06,2025-05-12,TRK503586109,2025-05-09 01:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0215,4,0,0,train,101
2856c20c3372,cust_70172,unauthorized_3ds,unauthorized,digital_goods,2846.78,0,1,1,1.0,0.0,206,0,2,15,0.625,2025-06-22,2025-07-07,,,Digital items are non-refundable after delivery to the registered account.,-0.1634,5,0,1,train,101
06736534cbf7,cust_89341,friendly_fraud_long_tenure,not_as_described,digital_goods,3754.15,1,1,0,1.0,1.0,532,0,1,22,0.814,2025-09-16,2025-10-08,TRK674082709,2025-09-19 01:00:00,Digital items are non-refundable after delivery to the registered account.,0.1417,8,0,1,train,101
a1e6466250e9,cust_16863,no_evidence,unauthorized,digital_goods,4596.05,0,0,0,0.0,0.0,125,0,2,5,2.705,2025-08-09,2025-08-14,,,Digital items are non-refundable after delivery to the registered account.,0.0724,7,0,0,train,101
31b738998dd2,cust_36952,inr_delivery_confirmed,item_not_received,fashion,4029.47,1,0,0,1.0,0.0,142,1,1,15,1.58,2025-04-06,2025-04-21,TRK952179233,2025-04-08 00:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.255,3,0,1,train,101
04a1ba6fbf0e,cust_56630,inr_delivery_confirmed,item_not_received,fashion,2954.41,1,0,1,0.0,1.0,1193,1,2,22,0.946,2025-06-22,2025-07-14,TRK234652979,2025-06-23 05:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.0001,5,1,0,train,101
5321d2c8b7fb,cust_17847,inr_delivery_confirmed,item_not_received,ecommerce,4968.03,1,0,1,1.0,1.0,890,2,1,16,0.947,2025-03-12,2025-03-28,TRK529889689,2025-03-14 15:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.0016,2,0,0,train,101
af02f8d8531d,cust_12345,unauthorized_3ds,unauthorized,digital_goods,4503.27,1,1,1,1.0,0.0,265,0,2,11,0.838,2025-08-17,2025-08-28,TRK527333513,2025-08-19 21:00:00,Digital items are non-refundable after delivery to the registered account.,0.2279,7,1,0,train,101
fb62c9cb7cbc,cust_14228,friendly_fraud_long_tenure,not_as_described,digital_goods,6854.27,0,0,0,0.0,1.0,868,2,1,45,0.982,2025-06-05,2025-07-20,,,Digital items are non-refundable after delivery to the registered account.,0.0259,5,0,0,train,101
d7c5bf9aab2d,cust_96853,high_velocity_attack,unauthorized,travel,877.41,0,0,0,0.0,1.0,8,0,12,1,2.718,2025-09-14,2025-09-15,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.021,8,0,0,train,101
2925a04b7e62,cust_62388,friendly_fraud_long_tenure,unauthorized,digital_goods,2438.61,1,0,1,1.0,0.0,733,1,1,22,1.652,2025-04-02,2025-04-24,TRK132579027,2025-04-04 09:00:00,Digital items are non-refundable after delivery to the registered account.,-0.1486,3,0,0,train,101
c21895a6ee96,cust_31881,friendly_fraud_long_tenure,unauthorized,subscriptions,3024.3,1,0,1,0.0,0.0,1266,2,1,18,0.442,2025-06-04,2025-06-22,TRK294660296,2025-06-07 16:00:00,First billing cycle may be refunded; subsequent cycles require unused-period evidence.,-0.1713,5,0,1,train,101
af5577afd6e2,cust_54771,unauthorized_3ds,unauthorized,digital_goods,1397.18,1,1,0,1.0,1.0,517,0,2,12,0.528,2025-09-16,2025-09-28,TRK868249517,2025-09-19 21:00:00,Digital items are non-refundable after delivery to the registered account.,-0.0584,8,0,1,train,101
f37f12ec11dc,cust_69101,high_velocity_attack,unauthorized,ecommerce,1007.1,1,1,0,0.0,0.0,27,0,6,5,1.039,2025-08-25,2025-08-30,TRK444748153,2025-08-25 18:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.1831,7,0,0,train,101
